codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo,Municipio,tx_rede_agua
240080,11628,104,Rio Grande do Norte,RN,IntermediarioAdjacente,8.943928448572413,19.29000000000001,11.45,6.74,98.23,90.0,Angicos,92.96
240090,6575,71,Rio Grande do Norte,RN,RuralAdjacente,10.798479087452472,21.83,23.15,53.08,93.89,67.16,Antônio Martins,42.28
240100,36077,239,Rio Grande do Norte,RN,IntermediarioAdjacente,6.624719350278571,20.45999999999999,3.83,41.9,96.67,72.07,Apodi,57.35
240110,24086,220,Rio Grande do Norte,RN,Urbano,9.133936726729221,12.09,26.79,14.38,99.69,96.71,Areia Branca,83.69
240130,9727,73,Rio Grande do Norte,RN,RuralAdjacente,7.504883314485453,23.65000000000001,3.31,36.1,96.6,64.21,Campo Grande,59.17
240145,26903,169,Rio Grande do Norte,RN,IntermediarioAdjacente,6.281827305504962,20.58,0.55,22.46,99.14,79.54,Baraúna,76.02
240150,3983,35,Rio Grande do Norte,RN,RuralAdjacente,8.787346221441126,21.34,3.75,14.84,99.57,83.72,Barcelona,84.94
240160,4802,30,Rio Grande do Norte,RN,RuralAdjacente,6.247396917950854,21.08,1.22,13.84,93.75,75.98,Bento Fernandes,86.03
240165,2305,19,Rio Grande do Norte,RN,RuralAdjacente,8.24295010845987,21.08,5.36,15.42,98.95,65.23,Bodó,81.83
240170,9949,81,Rio Grande do Norte,RN,IntermediarioAdjacente,8.141521760981004,20.59,6.25,2.78,99.48,86.69,Bom Jesus,96.76
240180,12195,91,Rio Grande do Norte,RN,IntermediarioAdjacente,7.462074620746208,21.09999999999999,25.11,11.79,99.71,89.85,Brejinho,82.27
240185,6291,36,Rio Grande do Norte,RN,IntermediarioAdjacente,5.7224606580829755,17.64,0.76,30.62,92.0,94.74,Caiçara do Norte,48.94
240190,3267,30,Rio Grande do Norte,RN,RuralAdjacente,9.182736455463727,20.83,22.57,9.43,96.67,86.67,Caiçara do Rio do Vento,90.38
240200,61125,565,Rio Grande do Norte,RN,Urbano,9.243353783231083,11.08,70.72,5.56,99.6,93.94,Caicó,93.35
240210,10213,73,Rio Grande do Norte,RN,RuralAdjacente,7.147752863996867,17.56999999999999,40.18,38.91,95.07,78.11,Campo Redondo,58.96
240230,19715,197,Rio Grande do Norte,RN,IntermediarioAdjacente,9.992391580015216,19.86,9.53,19.8,96.09,81.6,Caraúbas,74.44
240240,7992,60,Rio Grande do Norte,RN,IntermediarioAdjacente,7.5075075075075075,11.29000000000001,41.11,17.43,99.43,94.79,Carnaúba dos Dantas,78.96
240250,9706,70,Rio Grande do Norte,RN,RuralAdjacente,7.212033793529775,19.73999999999999,26.16,15.06,95.39,90.07,Carnaubais,82.1
240260,79095,488,Rio Grande do Norte,RN,Urbano,6.169795815158986,15.98,19.89,7.55,97.39,80.95,Ceará-Mirim,85.77
240270,10996,88,Rio Grande do Norte,RN,RuralAdjacente,8.002910149145144,21.33,20.01,26.93,98.64,67.1,Cerro Corá,69.16
240280,5112,20,Rio Grande do Norte,RN,RuralAdjacente,3.912363067292645,22.93000000000001,16.52,43.49,89.27,72.92,Coronel Ezequiel,56.19
240290,4237,38,Rio Grande do Norte,RN,RuralAdjacente,8.968609865470851,27.31,3.54,59.14,94.09,73.38,Coronel João Pessoa,33.29
240300,8005,93,Rio Grande do Norte,RN,IntermediarioAdjacente,11.617738913179263,15.68000000000001,70.67,18.63,99.97,87.47,Cruzeta,78.64
240310,41290,376,Rio Grande do Norte,RN,Urbano,9.10632114313393,13.56999999999999,73.04,15.4,97.63,92.78,Currais Novos,81.1
240320,7043,49,Rio Grande do Norte,RN,RuralAdjacente,6.957262530171802,22.09,21.4,27.42,91.9,48.65,Doutor Severiano,69.13
240330,6015,58,Rio Grande do Norte,RN,RuralAdjacente,9.642560266001663,18.81,10.17,27.49,97.37,69.83,Encanto,69.83
240340,5359,42,Rio Grande do Norte,RN,IntermediarioAdjacente,7.837283075200598,17.90000000000001,44.69,20.87,97.6,85.15,Equador,74.18
240370,5937,60,Rio Grande do Norte,RN,RuralAdjacente,10.10611419909045,17.38,0.73,24.52,98.69,74.22,Felipe Guerra,72.87
240375,2936,27,Rio Grande do Norte,RN,RuralAdjacente,9.196185286103542,23.31999999999999,1.61,13.3,99.05,90.69,Fernando Pedroza,86.61
240380,10196,73,Rio Grande do Norte,RN,RuralAdjacente,7.1596704590035305,16.52,61.15,16.45,98.91,82.25,Florânia,82.58
240390,2700,22,Rio Grande do Norte,RN,RuralAdjacente,8.148148148148147,21.90000000000001,13.17,37.39,98.58,72.14,Francisco Dantas,62.11
240400,4115,30,Rio Grande do Norte,RN,RuralAdjacente,7.290400972053463,20.23,0.33,18.51,97.45,83.45,Frutuoso Gomes,76.78
240410,2104,4,Rio Grande do Norte,RN,RuralAdjacente,1.9011406844106464,21.59999999999999,0.64,85.26,99.68,96.96,Galinhos,14.42
240430,11937,90,Rio Grande do Norte,RN,RuralAdjacente,7.539582809751193,19.38,0.2,21.54,89.81,55.83,Governador Dix-Sept Rosado,58.12
240440,9921,59,Rio Grande do Norte,RN,RuralAdjacente,5.94698115109364,17.76000000000001,1.12,18.02,99.82,98.46,Grossos,78.32
240450,15289,113,Rio Grande do Norte,RN,RuralAdjacente,7.3909346589050955,16.04000000000001,22.3,61.88,95.5,97.39,Guamaré,29.79
240460,11611,83,Rio Grande do Norte,RN,RuralAdjacente,7.148393764533632,25.19,13.06,30.54,84.33,71.7,Ielmo Marinho,54.82
240470,14110,81,Rio Grande do Norte,RN,RuralAdjacente,5.740609496810773,22.23,0.6,14.34,97.07,85.89,Ipanguaçu,70.23
240480,2035,16,Rio Grande do Norte,RN,RuralAdjacente,7.862407862407863,13.47,76.96,6.44,99.61,92.66,Ipueira,93.05
240485,7291,46,Rio Grande do Norte,RN,IntermediarioAdjacente,6.309148264984227,19.23999999999999,4.21,5.88,97.58,94.0,Itajá,88.99
240490,5318,44,Rio Grande do Norte,RN,IntermediarioAdjacente,8.273787138021811,19.69,23.26,2.79,99.42,93.79,Itaú,96.95
240500,7832,69,Rio Grande do Norte,RN,IntermediarioAdjacente,8.810010214504597,20.18000000000001,23.84,34.27,98.91,83.76,Jaçanã,61.05
240510,6560,29,Rio Grande do Norte,RN,RuralAdjacente,4.420731707317072,22.8,1.34,7.03,93.98,95.65,Jandaíra,76.05
240520,4743,36,Rio Grande do Norte,RN,RuralAdjacente,7.590132827324478,22.72,30.82,20.18,97.08,82.02,Janduís,78.65
240530,9046,71,Rio Grande do Norte,RN,RuralAdjacente,7.848772938315278,27.83,10.21,15.46,95.89,70.35,Januário Cicco,83.04
240540,5117,24,Rio Grande do Norte,RN,IntermediarioAdjacente,4.690248192300176,24.62,41.16,18.86,92.79,83.39,Japi,80.74
240550,2436,17,Rio Grande do Norte,RN,RuralAdjacente,6.9786535303776684,21.41,0.63,45.41,77.11,49.56,Jardim de Angicos,51.82
240560,13974,101,Rio Grande do Norte,RN,Urbano,7.2277086016888505,19.66,25.39,18.0,98.47,85.71,Jardim de Piranhas,80.79
240570,11652,141,Rio Grande do Norte,RN,IntermediarioAdjacente,12.100926879505664,16.06999999999999,63.98,7.77,99.22,90.71,Jardim do Seridó,90.04
240580,33281,208,Rio Grande do Norte,RN,IntermediarioAdjacente,6.249812205162105,20.15000000000001,23.09,17.6,93.98,81.5,João Câmara,76.93
240590,2076,14,Rio Grande do Norte,RN,RuralAdjacente,6.74373795761079,22.06,18.04,63.93,96.68,64.85,João Dias,32.76
240600,5799,69,Rio Grande do Norte,RN,RuralAdjacente,11.89860320744956,22.87,7.38,16.85,98.79,81.51,José da Penha,80.25
240610,17788,164,Rio Grande do Norte,RN,RuralAdjacente,9.219698673262874,23.59999999999999,36.81,17.65,96.71,77.42,Jucurutu,81.01
240620,6654,27,Rio Grande do Norte,RN,RuralAdjacente,4.057709648331831,24.38,0.96,9.2,98.91,85.6,Lagoa d'Anta,89.57
240630,7335,45,Rio Grande do Norte,RN,RuralAdjacente,6.134969325153374,29.03,0.12,32.97,98.83,68.7,Lagoa de Pedras,56.97
240640,2567,12,Rio Grande do Norte,RN,RuralAdjacente,4.674717569146864,18.77,0.23,5.29,99.65,92.29,Lagoa de Velhos,94.25
240650,15568,115,Rio Grande do Norte,RN,RuralAdjacente,7.386947584789311,19.42,21.92,14.88,97.02,67.7,Lagoa Nova,81.16
240660,8314,72,Rio Grande do Norte,RN,RuralAdjacente,8.660091412076016,25.09,0.46,20.85,96.14,70.12,Lagoa Salgada,77.84
240670,9864,81,Rio Grande do Norte,RN,IntermediarioAdjacente,8.211678832116789,18.19,53.6,16.29,95.08,93.55,Lajes,83.0
240680,4785,42,Rio Grande do Norte,RN,RuralAdjacente,8.77742946708464,21.65000000000001,29.74,28.69,91.92,76.99,Lajes Pintadas,71.02
240690,3490,33,Rio Grande do Norte,RN,RuralAdjacente,9.455587392550143,17.51000000000001,56.83,26.75,99.75,99.25,Lucrécia,61.17
240700,9064,85,Rio Grande do Norte,RN,RuralAdjacente,9.37775816416593,21.79000000000001,8.86,34.98,88.34,71.49,Luís Gomes,58.96
240710,82233,518,Rio Grande do Norte,RN,Urbano,6.299174297423176,15.41,7.53,12.13,99.22,93.58,Macaíba,84.85
240720,27360,240,Rio Grande do Norte,RN,IntermediarioAdjacente,8.771929824561402,14.92,56.39,23.79,99.15,96.0,Macau,73.75
240725,3924,30,Rio Grande do Norte,RN,RuralAdjacente,7.6452599388379205,21.59999999999999,16.51,1.34,99.7,94.28,Major Sales,98.66
240730,7894,70,Rio Grande do Norte,RN,RuralAdjacente,8.86749429946795,25.54000000000001,29.02,30.67,90.91,66.07,Marcelino Vieira,68.82
240740,8178,69,Rio Grande do Norte,RN,RuralAdjacente,8.437270726338959,15.37,0.47,24.89,98.99,90.27,Martins,72.37
240760,4272,32,Rio Grande do Norte,RN,IntermediarioAdjacente,7.49063670411985,24.12,27.23,34.78,96.16,92.6,Messias Targino,64.11
240780,23027,180,Rio Grande do Norte,RN,RuralAdjacente,7.816910583228384,20.62,8.52,11.69,99.53,88.83,Monte Alegre,86.26
240790,2276,17,Rio Grande do Norte,RN,RuralAdjacente,7.469244288224956,22.14,39.2,22.24,95.98,77.89,Monte das Gameleiras,76.88
240800,264522,1983,Rio Grande do Norte,RN,Urbano,7.4965409304330075,10.04000000000001,49.54,5.73,99.29,95.88,Mossoró,91.56
240830,34255,298,Rio Grande do Norte,RN,IntermediarioAdjacente,8.699459932856517,23.53,38.01,17.77,93.52,86.28,Nova Cruz,81.38
240840,3905,47,Rio Grande do Norte,RN,RuralAdjacente,12.03585147247119,25.15000000000001,11.87,11.08,97.86,80.84,Olho d'Água do Borges,87.21
240850,4913,47,Rio Grande do Norte,RN,RuralAdjacente,9.566456340321597,16.08,55.93,17.29,99.49,74.97,Ouro Branco,74.18
240860,3928,27,Rio Grande do Norte,RN,RuralAdjacente,6.873727087576374,24.01000000000001,3.63,46.33,92.2,84.71,Paraná,47.88
240870,3578,18,Rio Grande do Norte,RN,RuralAdjacente,5.030743432084964,23.19,29.83,18.09,95.44,88.59,Paraú,78.32
240880,4800,40,Rio Grande do Norte,RN,RuralAdjacente,8.333333333333334,23.12,41.55,22.86,98.32,79.29,Parazinho,73.19
240890,21495,190,Rio Grande do Norte,RN,Urbano,8.839264945336124,12.37,73.68,16.17,98.75,92.6,Parelhas,81.84
240910,10894,103,Rio Grande do Norte,RN,RuralAdjacente,9.454745731595374,22.26000000000001,52.78,20.6,96.97,90.93,Passa e Fica,78.48
240920,3113,17,Rio Grande do Norte,RN,RuralAdjacente,5.460970125281079,21.09,1.3,42.15,92.29,89.14,Passagem,55.15
240930,10999,93,Rio Grande do Norte,RN,IntermediarioAdjacente,8.455314119465406,21.08,11.51,30.25,97.42,86.9,Patu,67.62
240933,4847,37,Rio Grande do Norte,RN,RuralAdjacente,7.633587786259541,21.23999999999999,6.44,35.46,99.33,79.69,Santa Maria,63.31
240940,30465,206,Rio Grande do Norte,RN,Urbano,6.7618578696865255,12.95999999999999,43.3,7.51,98.76,95.5,Pau dos Ferros,89.11
240950,3618,22,Rio Grande do Norte,RN,RuralAdjacente,6.0807075732448865,23.34999999999999,0.18,19.4,96.89,95.43,Pedra Grande,72.46
240960,2440,20,Rio Grande do Norte,RN,RuralAdjacente,8.196721311475411,24.59999999999999,1.28,59.36,81.15,47.95,Pedra Preta,40.64
240970,6241,42,Rio Grande do Norte,RN,RuralAdjacente,6.729690754686749,24.43000000000001,39.39,32.95,98.21,76.26,Pedro Avelino,61.43
240990,12272,101,Rio Grande do Norte,RN,RuralAdjacente,8.230117340286832,17.52,55.68,7.61,99.36,98.74,Pendências,88.25
241000,2964,32,Rio Grande do Norte,RN,RuralAdjacente,10.79622132253711,21.31,51.67,12.34,97.89,93.3,Pilões,87.08
241010,12388,100,Rio Grande do Norte,RN,RuralAdjacente,8.072328059412335,23.06,2.37,10.8,99.01,71.65,Poço Branco,87.74
241020,7597,65,Rio Grande do Norte,RN,RuralAdjacente,8.556008950901672,18.97,0.52,39.46,94.64,61.7,Portalegre,59.91
241025,5222,39,Rio Grande do Norte,RN,RuralAdjacente,7.46840291076216,23.89,1.96,50.83,96.6,88.83,Porto do Mangue,47.61
241030,10123,73,Rio Grande do Norte,RN,RuralAdjacente,7.211300997727947,23.83,30.69,8.51,96.98,83.36,Serra Caiada,89.84
241040,9359,36,Rio Grande do Norte,RN,RuralAdjacente,3.846564803932044,22.39,2.28,47.37,98.55,60.79,Pureza,41.69
241050,5432,41,Rio Grande do Norte,RN,RuralAdjacente,7.547864506627393,19.23999999999999,1.44,50.29,96.97,88.93,Rafael Fernandes,35.66
241060,2934,28,Rio Grande do Norte,RN,RuralAdjacente,9.54328561690525,19.79000000000001,0.19,32.62,99.44,68.41,Rafael Godeiro,64.11
241070,2698,29,Rio Grande do Norte,RN,RuralAdjacente,10.748702742772425,25.59999999999999,43.78,11.59,97.64,92.27,Riacho da Cruz,88.09
241080,4125,31,Rio Grande do Norte,RN,RuralAdjacente,7.515151515151516,20.33,7.57,66.09,98.19,52.95,Riacho de Santana,27.94
241090,7385,44,Rio Grande do Norte,RN,RuralAdjacente,5.9580230196343935,20.5,51.81,19.28,99.74,92.75,Riachuelo,80.09
241100,4238,52,Rio Grande do Norte,RN,IntermediarioAdjacente,12.269938650306749,22.39,59.49,7.25,99.87,92.69,Rodolfo Fernandes,92.56
241105,5381,45,Rio Grande do Norte,RN,RuralAdjacente,8.362757851700428,13.33,1.14,51.82,99.95,99.08,Tibau,39.28
241110,3205,12,Rio Grande do Norte,RN,RuralAdjacente,3.74414976599064,22.47,1.1,20.37,99.91,64.13,Ruy Barbosa,78.99
241120,37303,273,Rio Grande do Norte,RN,Urbano,7.318446237568025,18.28,77.99,11.81,96.82,84.75,Santa Cruz,87.53
241140,12448,111,Rio Grande do Norte,RN,RuralAdjacente,8.917095115681233,25.64,46.69,27.32,96.0,60.63,Santana do Matos,66.4
241142,2696,15,Rio Grande do Norte,RN,RuralAdjacente,5.56379821958457,13.91,69.6,30.94,99.89,89.79,Santana do Seridó,56.57
241150,22166,158,Rio Grande do Norte,RN,RuralAdjacente,7.128033925832356,23.15000000000001,26.8,27.75,91.54,88.33,Santo Antônio,59.54
241160,3304,25,Rio Grande do Norte,RN,IntermediarioAdjacente,7.566585956416465,19.37,0.29,17.97,91.97,81.07,São Bento do Norte,72.37
241170,3791,15,Rio Grande do Norte,RN,RuralAdjacente,3.956739646531258,23.88,58.61,30.35,88.8,68.65,São Bento do Trairí,69.42
241180,3491,28,Rio Grande do Norte,RN,RuralAdjacente,8.020624462904612,21.04000000000001,71.1,14.57,98.39,77.05,São Fernando,85.35
241190,4158,28,Rio Grande do Norte,RN,IntermediarioAdjacente,6.7340067340067336,21.63,2.91,16.28,96.22,89.12,São Francisco do Oeste,83.04
241210,5955,51,Rio Grande do Norte,RN,IntermediarioAdjacente,8.564231738035264,14.98,45.3,6.56,99.34,89.32,São João do Sabugi,85.9
241230,11117,101,Rio Grande do Norte,RN,Urbano,9.085184852028425,22.5,27.38,10.09,99.09,89.75,São José do Campestre,89.35
241240,4557,37,Rio Grande do Norte,RN,IntermediarioAdjacente,8.119376782971253,11.12,62.81,32.79,96.05,89.52,São José do Seridó,57.05
241250,23534,240,Rio Grande do Norte,RN,IntermediarioAdjacente,10.198011387779383,23.87,1.57,54.89,96.53,83.96,São Miguel,37.82
241255,10218,63,Rio Grande do Norte,RN,RuralAdjacente,6.165590135055783,19.13,34.14,16.36,95.26,60.16,São Miguel do Gostoso,69.16
241260,16779,141,Rio Grande do Norte,RN,IntermediarioAdjacente,8.403361344537815,18.88,54.98,11.59,98.09,92.39,São Paulo do Potengi,86.84
241270,5775,48,Rio Grande do Norte,RN,RuralAdjacente,8.311688311688311,20.72,5.87,20.94,97.77,75.48,São Pedro,78.08
241280,7707,72,Rio Grande do Norte,RN,RuralAdjacente,9.342156481121059,21.5,57.39,16.72,95.68,80.29,São Rafael,82.52
241290,9969,96,Rio Grande do Norte,RN,RuralAdjacente,9.629852542882938,22.25,25.18,27.93,90.49,62.73,São Tomé,68.83
241300,6309,40,Rio Grande do Norte,RN,RuralAdjacente,6.340148993501347,17.12,61.67,12.93,99.64,70.95,São Vicente,85.23
241310,5959,46,Rio Grande do Norte,RN,RuralAdjacente,7.71941600939755,24.93000000000001,3.92,6.42,99.22,72.78,Senador Elói de Souza,93.28
241330,5702,49,Rio Grande do Norte,RN,RuralAdjacente,8.593475973342688,27.04000000000001,5.7,21.2,93.16,83.57,Serra de São Bento,78.07
241335,13089,71,Rio Grande do Norte,RN,RuralAdjacente,5.424402169760867,18.42,0.42,7.48,99.43,84.57,Serra do Mel,57.66
241340,7593,75,Rio Grande do Norte,RN,RuralAdjacente,9.87751876728566,21.15000000000001,69.56,25.19,97.57,74.15,Serra Negra do Norte,74.31
241350,6431,49,Rio Grande do Norte,RN,RuralAdjacente,7.619343803452029,25.97,2.94,25.43,91.22,66.99,Serrinha,67.13
241355,4659,41,Rio Grande do Norte,RN,RuralAdjacente,8.800171710667525,20.62,0.12,15.17,98.45,74.6,Serrinha dos Pintos,81.74
241360,5486,44,Rio Grande do Norte,RN,RuralAdjacente,8.02041560335399,21.88,8.93,9.43,99.04,89.36,Severiano Melo,88.5
241370,4653,49,Rio Grande do Norte,RN,RuralAdjacente,10.53084031807436,23.95,29.05,25.34,94.14,70.11,Sítio Novo,73.1
241380,2337,24,Rio Grande do Norte,RN,RuralAdjacente,10.269576379974325,16.81,15.9,15.78,95.63,88.11,Taboleiro Grande,83.74
241390,11417,76,Rio Grande do Norte,RN,RuralAdjacente,6.656739949198563,25.43000000000001,8.26,26.38,97.36,62.61,Taipu,66.79
241400,13277,106,Rio Grande do Norte,RN,RuralAdjacente,7.9837312645929055,20.39,52.8,4.46,97.77,88.78,Tangará,95.23
241410,10252,77,Rio Grande do Norte,RN,RuralAdjacente,7.510729613733906,22.15000000000001,24.91,18.52,94.05,80.04,Tenente Ananias,80.12
241415,5889,37,Rio Grande do Norte,RN,RuralAdjacente,6.282900322635422,18.23999999999999,5.21,12.75,99.49,72.79,Tenente Laurentino Cruz,84.93
241430,2347,11,Rio Grande do Norte,RN,RuralAdjacente,4.686834256497656,17.03,25.71,14.22,99.29,87.2,Timbaúba dos Batistas,85.78
241440,33023,190,Rio Grande do Norte,RN,RuralAdjacente,5.753565696635678,22.08,10.2,7.81,98.56,70.12,Touros,84.63
241445,3375,18,Rio Grande do Norte,RN,RuralAdjacente,5.333333333333333,25.31,14.1,20.57,93.17,68.79,Triunfo Potiguar,77.39
241450,10076,91,Rio Grande do Norte,RN,IntermediarioAdjacente,9.031361651448988,17.88,3.49,13.1,93.15,86.74,Umarizal,86.28
241460,13569,96,Rio Grande do Norte,RN,RuralAdjacente,7.074950254256025,22.23,12.8,18.28,92.22,62.78,Upanema,71.7
241470,5227,38,Rio Grande do Norte,RN,IntermediarioAdjacente,7.269944518844461,23.15000000000001,11.1,13.7,95.19,88.78,Várzea,85.41
241475,3013,27,Rio Grande do Norte,RN,RuralAdjacente,8.961168270826418,29.19,4.92,31.37,98.03,68.63,Venha-Ver,67.35
241480,10733,87,Rio Grande do Norte,RN,RuralAdjacente,8.105841796329079,23.40000000000001,1.49,18.94,98.68,94.96,Vera Cruz,77.37
241490,1822,11,Rio Grande do Norte,RN,RuralAdjacente,6.0373216245883645,19.25,94.18,3.46,100.0,98.11,Viçosa,95.6
250010,9333,76,Paraíba,PB,RuralAdjacente,8.143147969570343,18.68000000000001,35.2,37.28,93.05,71.01,Água Branca,60.54
250020,4999,47,Paraíba,PB,RuralAdjacente,9.401880376075216,30.5,25.71,44.12,87.2,58.77,Aguiar,55.17
250030,26049,266,Paraíba,PB,IntermediarioAdjacente,10.211524434719184,27.45,47.97,21.57,98.58,78.85,Alagoa Grande,75.63
250040,21007,189,Paraíba,PB,RuralAdjacente,8.997000999666778,21.79000000000001,40.87,57.94,86.24,61.22,Alagoa Nova,39.48
250050,13718,112,Paraíba,PB,RuralAdjacente,8.164455459979589,26.55,14.4,21.45,96.47,78.4,Alagoinha,72.43
250053,5565,35,Paraíba,PB,RuralAdjacente,6.289308176100629,19.78,3.75,96.8,90.0,69.73,Alcantil,0.0
250057,2953,9,Paraíba,PB,RuralAdjacente,3.047748052827633,29.63,15.39,100.0,53.0,59.71,Algodão de Jandaíra,0.0
250070,17957,154,Paraíba,PB,RuralAdjacente,8.576042768836665,21.40000000000001,34.59,52.24,97.09,66.36,São João do Rio do Peixe,44.07
250073,2232,21,Paraíba,PB,RuralAdjacente,9.408602150537634,19.94,25.51,28.41,98.99,63.01,Amparo,68.69
250077,7958,76,Paraíba,PB,RuralAdjacente,9.550138225684845,23.0,13.15,31.82,95.06,79.73,Aparecida,64.05
250080,16637,156,Paraíba,PB,RuralAdjacente,9.376690509106208,28.48999999999999,7.43,28.54,87.6,59.94,Araçagi,68.07
250090,12198,138,Paraíba,PB,RuralAdjacente,11.313330054107231,27.54000000000001,63.81,26.68,90.45,80.41,Arara,44.31
250100,17182,130,Paraíba,PB,RuralAdjacente,7.566057502037015,30.0,36.96,58.01,82.44,80.17,Araruna,32.63
250110,22620,213,Paraíba,PB,IntermediarioAdjacente,9.416445623342176,21.77,34.9,34.22,96.98,72.16,Areia,65.19
250115,2005,15,Paraíba,PB,RuralAdjacente,7.481296758104738,23.69,38.34,41.01,94.06,51.71,Areia de Baraúnas,52.9
250120,7126,54,Paraíba,PB,RuralAdjacente,7.577883805781645,18.38,56.38,55.53,81.9,80.56,Areial,27.01
250130,18694,176,Paraíba,PB,RuralAdjacente,9.414785492671445,26.25,25.82,65.15,79.54,52.66,Aroeiras,27.93
250135,4152,46,Paraíba,PB,RuralAdjacente,11.078998073217727,18.98999999999999,41.36,34.91,89.18,83.58,Assunção,61.08
250150,23128,183,Paraíba,PB,Urbano,7.912487028709789,24.95999999999999,4.07,59.95,89.77,71.11,Bananeiras,27.63
250153,4759,42,Paraíba,PB,RuralAdjacente,8.825383483925194,22.98999999999999,50.72,98.03,88.84,83.17,Baraúna,0.46
250157,8051,60,Paraíba,PB,RuralAdjacente,7.452490373866601,24.87,7.08,89.14,94.83,36.35,Barra de Santana,5.65
250160,12899,110,Paraíba,PB,RuralAdjacente,8.527792852159083,27.56999999999999,56.97,41.38,84.45,67.81,Barra de Santa Rosa,56.56
250170,5904,43,Paraíba,PB,RuralAdjacente,7.2831978319783195,20.48,11.88,23.33,98.81,73.92,Barra de São Miguel,60.33
250190,16387,168,Paraíba,PB,RuralAdjacente,10.252029047415634,24.26000000000001,75.11,14.82,97.21,88.04,Belém,84.4
250200,6267,72,Paraíba,PB,RuralAdjacente,11.488750598372427,28.64,55.15,40.86,96.49,82.44,Belém do Brejo do Cruz,55.62
250205,3500,40,Paraíba,PB,RuralAdjacente,11.428571428571429,24.37,0.27,9.16,97.33,83.99,Bernardino Batista,79.54
250210,5205,55,Paraíba,PB,RuralAdjacente,10.566762728146013,24.22,24.18,23.6,96.83,76.23,Boa Ventura,68.15
250215,6375,36,Paraíba,PB,RuralAdjacente,5.647058823529412,12.81,23.21,36.93,93.77,60.51,Boa Vista,62.98
250220,2286,26,Paraíba,PB,RuralAdjacente,11.373578302712161,21.19,8.45,18.63,98.76,76.52,Bom Jesus,63.73
250230,4658,44,Paraíba,PB,RuralAdjacente,9.446114212108201,25.17,24.93,44.46,97.28,58.9,Bom Sucesso,52.75
250240,10243,71,Paraíba,PB,RuralAdjacente,6.931563018646881,20.56999999999999,60.08,23.26,94.21,78.32,Bonito de Santa Fé,74.38
250250,17593,140,Paraíba,PB,IntermediarioAdjacente,7.957710453021088,18.44,61.73,20.48,97.49,77.74,Boqueirão,78.28
250260,5648,62,Paraíba,PB,RuralAdjacente,10.977337110481585,24.7,44.26,16.96,96.39,78.78,Igaracy,79.33
250270,4213,42,Paraíba,PB,RuralAdjacente,9.969143128412059,24.36,55.85,19.74,97.77,83.78,Borborema,60.37
250280,13609,104,Paraíba,PB,RuralAdjacente,7.642001616577264,23.08,76.11,20.81,92.27,82.31,Brejo do Cruz,78.39
250290,5739,61,Paraíba,PB,RuralAdjacente,10.629029447638962,20.45999999999999,23.76,17.31,96.92,89.35,Brejo dos Santos,81.99
250310,5335,49,Paraíba,PB,RuralAdjacente,9.184629803186505,9.290000000000006,30.63,55.67,99.41,48.69,Cabaceiras,42.19
250330,9150,82,Paraíba,PB,RuralAdjacente,8.961748633879782,21.8,20.18,47.35,97.35,55.27,Cachoeira dos Índios,45.15
250340,3291,18,Paraíba,PB,RuralAdjacente,5.469462169553328,20.16,30.05,43.26,98.32,57.54,Cacimba de Areia,51.06
250350,16063,170,Paraíba,PB,RuralAdjacente,10.58332814542738,29.95,15.68,42.63,82.88,77.24,Cacimba de Dentro,47.36
250355,7219,59,Paraíba,PB,RuralAdjacente,8.17287712979637,24.73999999999999,34.66,53.6,70.71,49.89,Cacimbas,27.41
250360,6600,49,Paraíba,PB,RuralAdjacente,7.424242424242425,24.97,57.48,24.67,99.16,78.65,Caiçara,74.8
250370,63223,543,Paraíba,PB,Urbano,8.588646536861585,13.72,48.97,15.35,98.28,86.42,Cajazeiras,83.03
250375,2739,28,Paraíba,PB,RuralAdjacente,10.22270901788974,28.81,22.65,32.84,93.77,53.79,Cajazeirinhas,66.14
250380,5749,45,Paraíba,PB,RuralAdjacente,7.827448251869891,26.34,3.47,17.02,98.96,85.06,Caldas Brandão,82.48
250390,6085,63,Paraíba,PB,RuralAdjacente,10.353327855382087,23.63,23.98,40.2,92.98,60.59,Camalaú,58.03
250400,419250,3443,Paraíba,PB,Urbano,8.212283840190818,8.030000000000001,86.62,1.59,99.54,97.47,Campina Grande,98.0
250407,3943,27,Paraíba,PB,RuralAdjacente,6.847577986304844,19.38,47.28,23.95,96.56,67.03,Caraúbas,55.26
250410,2312,18,Paraíba,PB,RuralAdjacente,7.7854671280276815,21.5,9.68,26.13,97.08,95.09,Carrapateira,70.69
250415,6880,62,Paraíba,PB,RuralAdjacente,9.011627906976745,32.04000000000001,43.62,59.87,78.28,64.55,Casserengue,22.55
250420,4489,40,Paraíba,PB,RuralAdjacente,8.91067052795723,25.5,38.09,35.12,98.35,64.74,Catingueira,64.19
250430,30656,235,Paraíba,PB,IntermediarioAdjacente,7.66570981210856,16.65000000000001,49.72,21.12,97.28,87.86,Catolé do Rocha,75.9
250435,5252,41,Paraíba,PB,RuralAdjacente,7.806549885757807,16.36,11.88,65.82,87.85,85.68,Caturité,32.63
250440,18247,151,Paraíba,PB,IntermediarioAdjacente,8.275332931440785,26.56999999999999,38.2,34.96,94.76,65.59,Conceição,62.31
